source,target
"绝技！深渊吐息
召唤精英·食人毛球，造成物理伤害。
技能释放后，一段时间内你的火元素加成获得提升。
【0-5凸 数值】
・合计伤害:[750/862/975/1087/1200/1312]%物理/魔法攻击力+75(韧性值:99)
・火属性伤害:+[8/9.6/11.2/12.8/14.4/16]%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","食人毛球(カニバル・フラッフ)を召喚し、物理ダメージを与える。スキル発動後、一定時間の間、自身の火属性ダメージが上昇する。
・合計ダメージ:[750/862/975/1087/1200/1312]%物理/魔法攻撃力+75(ブレイク値:99)
・火属性ダメージ:+[8/9.6/11.2/12.8/14.4/16]%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
火元素加成+[3/3.9/4.8/5.7/6.6/7.5],火属性ダメージ+[3/3.9/4.8/5.7/6.6/7.5]%
多戈尔曼,ドゴルマン
"绝技！捶地猛击
召唤精英·多格尔曼，对目标造成自身生命值百分比固定物理伤害
技能释放后，一段时间内你的生命值获得提升。
【0-5凸 数值】
・合计伤害:最大生命的[50/60/70/80/90/100]%+75(韧性值:99)
・最大生命提升:[8/9.6/11.2/12.8/14.4/16]%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","ドゴルマン(多戈尔曼)を召喚し、対象に対して自身の最大HP割合に応じた固定物理ダメージを与える。スキル発動後、一定時間の間、自身の最大HPが上昇する。
・合計ダメージ:最大HPの[50/60/70/80/90/100]%+75(ブレイク値:99)
・最大HP上昇:[8/9.6/11.2/12.8/14.4/16]%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
杀手蟹蛛,殺し屋カニクモ
"绝技！隐匿藏击
召唤精英·杀手蟹蛛，造成物理伤害。
技能释放后，一段时间内获得满层被动效果，且持续期间内不会掉层。
【0-5凸 数值】
・合计伤害:[750/862/975/1087/1200/1312]%物理/魔法攻击力+75(韧性值:100)
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","殺し屋カニクモ(杀手蟹蛛)を召喚し、物理ダメージを与える。スキル発動後、一定時間の間、パッシブ効果が最大スタック状態となり、持続中はスタックが減少しない。
・合計ダメージ:[750/862/975/1087/1200/1312]%物理/魔法攻撃力+75(ブレイク値:100)
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
"伤害触发幸运一击时可触发「幸运效果」：在目标处引发一次爆炸，造成[11.2/14.56/17.92/21.28/24.64/28]攻击力物理伤害（冷却时间0.1秒）
每次成功触发，该幸运效果的元素伤害+[4/5.2/6.4/7.6/8.8/10]，最多可叠加10层，持续时间0.5秒",対象位置で爆発が発生し、攻撃力の[11.2/14.56/17.92/21.28/24.64/28]%分の物理ダメージを与える(リキャスト0.1秒)。発動するたびに幸運効果の属性ダメージ+[4/5.2/6.4/7.6/8.8/10]%(最大10スタック)、持続0.5秒。
深绿之牙,深緑の牙
"绝技！绝对零度
召唤精英·深绿之牙，造成物理伤害。
技能释放后，一段时间内，每施放一次职业技能减少终极技能剩余冷却时间（每1秒至多触发1次）。
【0-5凸 数值】
・合计伤害:[750/862/975/1087/1200/1312]%物理/魔法攻击力+75(韧性值:100)
・冷却缩减:[0.5/0.6/0.7/0.8/0.9/1]秒/次
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","深緑の牙を召喚し、物理ダメージを与える。スキル発動後、一定時間の間、クラススキル使用ごとに究極スキルのリキャストを短縮する(1秒ごとに最大1回)。
・合計ダメージ:[750/862/975/1087/1200/1312]%物理/魔法攻撃力+75(ブレイク値:100)
・リキャスト短縮:[0.5/0.6/0.7/0.8/0.9/1]秒/回
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
终极技能伤害+[12/15.6/19.2/22.8/26.4/30],究極スキルダメージ+[12/15.6/19.2/22.8/26.4/30]%
圣堂之眼,聖堂の眼
"绝技！锁定射击
召唤精英·圣堂之眼，造成物理伤害。
技能释放后，一段时间内使自己和周围至多10名友方目标（优先队友）获得护盾。
【0-5凸 数值】
・合计伤害:[750/862/975/1087/1200/1312]%物理/魔法攻击力+75(韧性值:100)
・护盾:最大生命的[10/12/14/16/18/20]%
・持续时间:15秒
・冷却:[120/120/120/100/100/80]秒","プロビデンスアイ(聖堂の眼)を召喚し、物理ダメージを与える。スキル発動後、一定時間の間、自身および周囲最大10人の味方(パーティ優先)にバリアを付与する。
・合計ダメージ:[750/862/975/1087/1200/1312]%物理/魔法攻撃力+75(ブレイク値:100)
・バリア:最大HPの[10/12/14/16/18/20]%
・持続時間:15秒
・リキャスト:[120/120/120/100/100/80]秒"
护盾强度+[4/5.2/6.4/7.6/8.8/10],バリア強度+[4/5.2/6.4/7.6/8.8/10]%
嗜血毛球,嗜血のフラッフ
"奥义！疾风连喰
召唤首领·嗜血毛球，造成物理伤害。
技能释放后，一段时间内，你的职业技能和幸运效果每次造成伤害时，会额外在技能固定值上附加一定比例攻击力的伤害。
【0-5凸 数值】
・合计伤害:[1500/1724/1950/2175/2400/2625]%+150(韧性值:100)
・额外伤害:攻击力的[39/46.8/54.6/62.4/70.2/78]%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","ボス「嗜血のフラッフ(嗜血毛球)」を召喚し、物理ダメージを与える。発動後一定時間、クラススキル・幸運効果でダメージを与えるたび、追加で攻撃力比例ダメージを付与する。
・合計ダメージ:[1500/1724/1950/2175/2400/2625]%+150(ブレイク値:100)
・追加ダメージ:攻撃力の[39/46.8/54.6/62.4/70.2/78]%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
职业技能每造成10次伤害（每次攻击仅计数一次），下次伤害额外附加一次[160/208/256/304/352/400]攻击力范围自适应物理/魔法伤害,クラススキルで10回ダメージを与えるごとに(各攻撃は1カウント)、次のダメージに攻撃力[160/208/256/304/352/400]%の範囲ダメージ(物理/魔法自動適応)を追加する。
狂悖之王,外道王
"奥义！瞬空践踏
召唤首领·狂悖之王，造成物理伤害。
技能释放后，一段时间内获得满层被动效果，且效果变为2倍。
【0-5凸 数值】
・合计伤害:[1500/1724/1950/2175/2400/2625]%+150(韧性值:100)
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","ボス「外道王(狂悖之王)」を召喚し、物理ダメージを与える。発動後、一定時間パッシブ効果を最大スタック状態にし、さらにその効果が2倍になる。
・合計ダメージ:[1500/1724/1950/2175/2400/2625]%+150(ブレイク値:100)
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
每次主动施放和上次不同的职业技能时（非普攻），获得[1.6/2.08/2.56/3.04/3.52/4]元素加成，可叠加5层，施放和上次相同技能清空，叠满后10秒内不会掉层也无法叠加，持续时间结束清空,異なるクラススキルを使用するたび(通常攻撃除く)、属性ダメージ+[1.6/2.08/2.56/3.04/3.52/4]%(最大5スタック)。同じスキル使用でリセット。最大スタック時は10秒間スタック維持(増減なし)。効果終了時にリセット。
山脊之牙,峠の牙
"奥义！穿透怒吼
召唤首领·山脊之牙，造成物理伤害。
技能释放后，立即刷新绝境逢生冷却时间，一段时间内保持精神抖擞且你的物理防御力、最大生命值获得提升。
【0-5凸 数值】
・合计伤害:[1500/1724/1950/2175/2400/2625]%+150(韧性值:100)
・物理防御力提升:[10/12/14/16/18/20]%
・最大生命提升:[10/12/14/16/18/20]%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","ボス「デッドリーボア(山脊の牙)」を召喚し、物理ダメージを与える。スキル発動後:絶境逢生のリキャストを即時リセット、一定時間精神爽快状態を維持、物理防御力・最大HP上昇。
・合計ダメージ:[1500/1724/1950/2175/2400/2625]%+150(ブレイク値:100)
・物理防御力上昇:[10/12/14/16/18/20]%
・最大HP上昇:[10/12/14/16/18/20]%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
"生命值大于90%时，获得精神抖擞：霸体且免疫异常状态
受到致命伤害时，获得绝境逢生：1秒内生命值不低于1%，且每秒恢复[4/5.2/6.4/7.6/8.8/10]%血量（90秒内至多触发1次）",HPが90%以上のとき精神爽快を獲得:剛体と状態異常無効。致命ダメージを受けた場合、絶境逢生を発動:1秒間HPが1%未満にならない、毎秒HP[4/5.2/6.4/7.6/8.8/10]%回復(90秒ごとに1回)。
掠食蜘蛛,捕食スパイダー
"奥义！梭行毒牙
召唤首领·掠食蜘蛛，造成物理伤害。
技能释放后，一段时间内你的被动效果攻击力加成根据你所拥有的精通百分比获得强化，每5%精通使得被动每层额外提供攻击力（有上限）。
【0-5凸 数值】
・合计伤害:[1500/1724/1950/2175/2400/2625]%+150(韧性值:100)
・1每层攻击力提升:[0.2/0.24/0.28/0.32/0.36/0.40]%
・最大提升量:[2.4/2.88/3.36/3.84/4.32/4.8]%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","プレデター(捕食スパイダー)を召喚し、物理ダメージを与える。発動後一定時間、器用さに応じてパッシブの攻撃力加算が強化される。器用さ5%ごとに追加攻撃力スタックを付与(上限あり)。
・合計ダメージ:[1500/1724/1950/2175/2400/2625]%+150(ブレイク値:100)
・1スタックごとの攻撃力上昇:[0.2/0.24/0.28/0.32/0.36/0.40]%
・最大上昇量:[2.4/2.88/3.36/3.84/4.32/4.8]%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
专精技能造成伤害提高[1.2/1.56/1.92/2.28/2.64/3]攻击力，每10%急速可额外叠加一层，最多7层，持续5秒,マスタリースキルダメージ時、攻撃力+[1.2/1.56/1.92/2.28/2.64/3]%。さらにファスト10%ごとに1スタック追加(最大7スタック)。持続5秒。
空洞监察者,空洞センチネル
"奥义！精准点射
召唤首领·空洞监察者，造成魔法伤害，一段时间内占据一个区域。
处于区域内的自身和队友获得攻击力，攻击速度，施法速度提升，且对自身生效2.5倍。
【不可叠加，同效果仅生效一个】
【0-5凸 数值】
・合计伤害:[1050/1207.4/1365/1522.5/1680/1837.5]%+105(韧性值:93)
・攻击力提升:[3/3.6/4.2/4.8/5.4/6]%
・攻击速度提升:[3/3.6/4.2/4.8/5.4/6]%
・施法速度提升:[6/7.2/8.4/9.6/10.8/12]%
・持续时间:15秒
・冷却:[120/120/120/100/100/80]秒","ボス「クロックゲイザー(空洞監察者)」を召喚し、魔法ダメージを与える。一定時間、指定エリアを占有し、エリア内の自身および味方に攻撃力上昇・攻撃速度上昇・詠唱速度上昇を付与。さらに自身への効果は2.5倍。※重複不可(同種効果は1つのみ有効)。
・合計ダメージ:[1050/1207.4/1365/1522.5/1680/1837.5]%+105(ブレイク値:93)
・攻撃力上昇:[3/3.6/4.2/4.8/5.4/6]%
・攻撃速度上昇:[3/3.6/4.2/4.8/5.4/6]%
・詠唱速度上昇:[6/7.2/8.4/9.6/10.8/12]%
・持続時間:15秒
・リキャスト:[120/120/120/100/100/80]秒"
施放治疗技能时对周围造成一次[80/104/128/152/176/200]攻击力范围魔法伤害（每次施放治疗技能时，会给该伤害效果叠加[20/26/32/38/44/50]提升，可叠加10层，持续5秒）,回復スキル使用時、周囲に攻撃力[80/104/128/152/176/200]%分の範囲魔法ダメージを発生。さらに回復スキル使用ごとにダメージ+[20/26/32/38/44/50]%(最大10スタック)。持続5秒。
伊戈雷乌斯,イゴレウス
"奥义！裂空反冲
召唤伊戈雷乌斯，造成物理伤害，可充能2次。
技能释放后，一段时间内你的暴击获得提升，且基础暴击率高于60%的超出部分会以一定比例转化为暴击伤害提升。
【0-5凸 数值】
・合计伤害:[1500/1724/1950/2175/2400/2625]%物理/魔法攻击力+150(韧性值:100)
・暴击率提升:[6/7.2/8.4/9.6/10.8/12]%+[7000/8400/9800/11200/12600/14000]
・超出暴击率转化为暴击伤害的比例:[20/24/28/32/36/40]%
・暴击伤害上限:[12/14.4/16.8/19.2/21.6/24]%
・持续时间:20秒
・冷却:[90/90/90/75/75/60]秒","イゴレウスを召喚し、物理ダメージを与える。2回チャージ可能。スキル発動後、一定時間会心率が上昇。会心率が60%を超えた分は、一定の割合で会心ダメージに変換される。
・合計ダメージ:[1500/1724/1950/2175/2400/2625]%物理/魔法攻撃力+150(ブレイク値:100)
・会心率上昇:[6/7.2/8.4/9.6/10.8/12]%+[7000/8400/9800/11200/12600/14000]
・超過会心率の会心ダメージ変換割合:[20/24/28/32/36/40]%
・会心ダメージ上限:[12/14.4/16.8/19.2/21.6/24]%
・持続時間:20秒
・リキャスト:[90/90/90/75/75/60]秒"
暴击伤害提升[5.6/7.28/8.96/10.64/12.32/14]，每次造成暴击时有几率额外提升[1.66/2.16/2.67/3.18/3.69/4.2]（该几率等于暴击%，每0.1秒至多触发1次），最多5层，持续2秒,会心ダメージが[5.6/7.28/8.96/10.64/12.32/14]%上昇。会心が発生するたび一定確率でさらに[1.66/2.16/2.67/3.18/3.69/4.2]%上昇する(この確率は会心率に等しい。0.1秒につき最大1回)。最大5層、持続2秒。
卡特格里夫,ガトグリフ
"奥义！超导波动
召唤卡特格里夫，造成魔法伤害。
技能释放后，一段时间内使自己和周围至多10名友方目标（优先队友）获得主属性、受治疗强度提升。
【60秒内无法受到同类型效果影响】
【0-5凸 数值】
・合计伤害:[1050/1207.4/1365/1522.5/1680/1837.5]%物理/魔法攻击力+105(韧性值:100)
・主属性提升:[7.5/9/10.5/12/13.5/15]%
・受治疗效果提升:[10/12/14/16/18/20]%
・持续时间:15秒
・冷却:[120/120/120/100/100/80]秒","ガトグリフを召喚し、魔法ダメージを与える。スキル発動後、一定時間の間、自身および周囲最大10人の味方(パーティ優先)に対してメイン属性・被回復効果を強化する。※同種効果は60秒間再付与されない。
・合計ダメージ:[1050/1207.4/1365/1522.5/1680/1837.5]%物理/魔法攻撃力+105(ブレイク値:100)
・メイン属性上昇:[7.5/9/10.5/12/13.5/15]%
・被回復効果上昇:[10/12/14/16/18/20]%
・持続時間:15秒
・リキャスト:[120/120/120/100/100/80]秒"
当前流派对应力量/智力/敏捷+[6/7.8/9.6/11.4/13.2/15]，治疗量+[8/10.4/12.8/15.2/17.6/20],"現在のメイン属性(筋力/知力/敏捷)+[6/7.8/9.6/11.4/13.2/15]%
回復量+[8/10.4/12.8/15.2/17.6/20]%"
丹佛,デンヴェル
"奥义！虚蚀劫刄
召唤丹佛，吸引周围的怪物，造成物理伤害。
技能释放后，一段时间内获得强化：自身每0.2秒受到0.1%生命值上限的伤害，且获得伤害提升，每100000点生命值上限获得额外提升（基础和额外伤害提升有总和上限，且生命值上限要求会跟随每赛季变化）。
技能可充能2次。
【0-5凸 数值】
・合计伤害:[1500/1724/1950/2175/2400/2625]%物理/魔法攻击力+150(韧性值:100)
・伤害提升:[5/6/7/8/9/10]%
・额外伤害提升:[3/3.6/4.2/4.8/5.4/6]%
・伤害提升上限:[20/24/28/32/36/40]%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","デンヴェルを召喚し、周囲のモンスターを引き寄せ、物理ダメージを与える。スキル発動後、一定期間強化状態を獲得する。自身は0.2秒ごとに最大HPの0.1%のダメージを受け、ダメージ上昇効果を獲得する。最大HPが100,000ポイント増加するごとに追加のダメージ上昇効果を獲得する(基本および追加ダメージ上昇には合計上限があり、最大HPの要求値はシーズンごとに変化する)。スキルは2回までチャージ可能。
・合計ダメージ:[1500/1724/1950/2175/2400/2625]%物理/魔法攻撃力+150(ブレイク値:100)
・ダメージアップ:[5/6/7/8/9/10]%
・追加ダメージアップ:[3/3.6/4.2/4.8/5.4/6]%
・ダメージアップ上限:[20/24/28/32/36/40]%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
