source,target
Synergy Crit Field,会心シナジーフィールド
Crit Expert,会心スペシャリスト
Crit DMG,会心ダメージ
Crit DMG +10%,会心ダメージ+10%
Crit DMG Boost,会心ダメージ強化
Crit DMG Resistance,会心ダメージ耐性
Crit Mark,会心マーク
Crit Cooldown,会心リキャスト
Crit Charge Rhythm,会心充填率
Stat Resonance Crit,会心共鳴
Summon on Crit,会心召喚
Crit Healing,会心回復
Crit Fate,会心天命
Crit Enhancement,会心強化
Crit Boost (Low),会心強化（低ランク）
Crit Boost (High),会心強化（高ランク）
Crit Craving,会心渇望
Crit Chance,会心率
Crit Rate Boost,会心率強化
Crit Legacy,会心継承
Talk,会話
Talkative Elder,会話が得意な年長者
Meeting Scope,会議範囲
Bill,伝票
Legendary Boar - Howl,伝説のボア-ハウル
Legendary Creatures,伝説の生物
Legendary Beast,伝説の臣獣
Legendary Eagle - Howl,伝説の臣鷹-ハウル
Legendary Achievement,伝説級戦績
From Position Sharing,位置情報の共有から
Desperation Boost (Low),低HP高ダメージ強化（低ランク）
Desperation Boost(High),低HP高ダメージ強化（高ランク）
Short Badge Stand,低いメダルスタンド
Low-Purity Fish Oil,低純度魚油
Low Gravity Potion,低重力薬
Enter the residence,住居に入る
Leave the residence,住居を出る
Resident,住民
Boost Pack,体験速成パック
Devoted breeder,何かを崇めるような表情の養殖係
On a Roll,何でもいい
Start mixing drinks,作成開始
Move out!,作戦開始！
Work Headscarf,作業用スカーフ・頭飾り
Use,使用
Deactivation Notice,使用停止通知
Instructions for Use,使用心得
This Road Is Still Blocked,依然通行止め
View Commissions,依頼を確認する
Quest,依頼クエスト
About Commission Attempts,依頼回数について
Investigation Request Board,依頼掲示板
Commission Letter,依頼書
Invader Type 04,侵入者04型
Corrosion,侵蝕
Clerk's Records: Requisitions and Returns,係員の申請・返却記録
Fast-footed Arachnocrab Baby,俊足カニクモベビー
Save,保存
Challenge Faith Trial,信仰の試練に挑戦
Use the signal detector.,信号探知機を使用
Repair,修理
Repair Request Log,修理職人の伝言
The Artisan's Troubles,修理職人の悩み
Maintenance Army,修理部隊
Dive control,俯角制御
Warehouse Invitation,倉庫招待
Warehouse Management,倉庫管理
Cloud Album,個人クラウドアルバム
Personal Space,個人スペース
Private Bodyguard,個人ボディガード
About Personal Points,個人ポイントについて
Personal Album,個人臨時アルバム
Defeated Boyce,倒されたボイス
Collapsed Robot,倒れたゴーレム
Fallen Soldier,倒れた兵士
Fall! Fall!,倒れろ！倒れろ！
Go to Collapsed Council Hall,倒壊した議事堂へ向かう
The Candidate's Speech,候補者の演説原稿
Debt Collection,借金の催促
Pay off the Debt,借金完済
Drowsiness,倦怠
Merit +999,偉業を遂げし者
Stasis,停滞
Stillwind,停滞の風
Healthy,健康
Scout Express,偵察兵エクスプレス
Scout Lookout PostLv.1~10,偵察兵見張り屋Lv.1～10
False Rewind,偽られた過去
Fake Arachnocrab Erupts to Attack (Highland Mines Battle),偽カニクモポップアップ攻撃（高原坑道・戦闘）
Mercenary,傭兵
Mercenary #1,傭兵1
Mercenary #2,傭兵2
Mercenary #3,傭兵3
Mercenary #4,傭兵4
Subdue mercenaries,傭兵討伐
Proud,傲慢
No longer arrogant hunter,傲慢ではなくなったハンター
Arrogant hunter,傲慢なハンター
Arrogant Clerk,傲慢な係員
Arrogant Sergeant,傲慢な軍曹
Damaged Claw,傷ついた古い爪
Healing Herb,傷を治す薬草
Wounding Curse,傷呪の印
Ritual Team Nappo (Test),儀仗隊ナッポ-テスト
Ceremonial Priest,儀式神官
Fleeting Echoes,儚き追憶
Gentle Female Voice,優しい女性の声
Kind Elder,優しい年配者
Vault Store,優待ストア
Perks,優待特典
Chronic Indecisiveness,優柔不断
Indecisive Soldier,優柔不断な兵士
Classy. Too Classy.,優雅、あまりにも優雅
Elegant Square Tiles,優雅な四角いレンガ
Elegant Voice,優雅な声
Graceful Girl,優雅な少女
Joystick Aristocrat,優雅な操縦者
Elegant Cabbage,優雅な甘藍
Please Send Me Back!,元のポストに戻してください！
Dynamo,元気いっぱい
Adventure in Full Swing,元気いっぱいの冒険
Proud Child,元気いっぱいの子供
Energetic Youth,元気いっぱいの少年
Dynamo I,元気いっぱい・一
Dynamo III,元気いっぱい・三
Dynamo II,元気いっぱい・二
Dynamo V,元気いっぱい・五
Dynamo VI,元気いっぱい・六
Dynamo IV,元気いっぱい・四
Vitality Commute,元気に出勤・トップス
Vitality Boost,元気チャージ・トップス
Elemental Shield,元素の盾
Pick up Elemental Shield,元素の盾を拾う
Elemental Harmony,元素協調
Elemental Crystal,元素水晶
Elemental Crystal_Coordinates,元素水晶_座標
"""Brother""",兄役
Seer's Star,先覚の星
Light of the Elder,先輩の光
Senior Artisan,先輩職人
Thunder Vanguard,先駆ける霹靂
Light Leap,光と共に跳べ
Light Shutters,光と影のブラインド
Light Shutters - Large,光と影のブラインド・大
A Flash in Time,光と影の刹那
The Light and Shadow,光と影の追想
Crown of No Light,光なき栄冠
Radiant Core,光のコア
Light Prism,光のプリズム
"Wields a Sword and Shield, excelling in close-range combat. Wears radiant lightforged armor, boasting exceptional defense and self-healing.",光の加護を持つ剣と盾を武器とした近接戦闘を得意とする。加護の光により優れた防御力と自己治癒能力を発揮する。
Radiant Guard,光の守り
Radiant Crystal,光の水晶
Renewal Unfolds,光の流れ往く時
End of the Light,光の終点
Glowing Grass,光の草
Light Bridge,光の足場の調査
Reset Light Bridge,光の足場リセット
Display Light Bridge,光の足場表示
Extending from the Radiance,光より伸びゆくもの
Gleaming gemstone,光り輝く宝石
Something Shiny,光るもの
Candle Energy,光るエネルギー
Shining Seed of Floating Dreams,光る漂夢のタネ
Light·Tonatiuh,光・トナティウ
Tonatiuh Loot I,光・トナティウ補償箱（イージー）
Tonatiuh Loot III,光・トナティウ補償箱（ナイトメア）
Tonatiuh Loot II,光・トナティウ補償箱（ハード）
Shadow That Devours Light I,光亡き影・一
Shadow That Devours Light II,光亡き影・二
Devourer Cage,光亡き牢
Devourer Cage - Light Devourer,光亡き牢 - ライトイーター
Devourer Cage Sharing,光亡き牢-共有
Eclipse Tower Defense - Explosives (Awaiting Pickup),光亡き牢タワーディフェンス-爆薬（拾得待ち）
Devourer Cage Nappo Reward I,光亡き牢ナッポ報酬Ⅰ
Devourer Cage Nappo Reward II,光亡き牢ナッポ報酬Ⅱ
Devourer Cage Nappo Reward III,光亡き牢ナッポ報酬Ⅲ
Devourer Cage Random Gear,光亡き牢ランダム装備
Devourer Cage Gear Reward I,光亡き牢装備報酬Ⅰ
Devourer Cage Gear Reward II,光亡き牢装備報酬Ⅱ
Devourer Cage Gear Reward III,光亡き牢装備報酬Ⅲ
Light Protection,光元素の加護
Light Particle Lv.1,光元素の粒G1
Light Particle Lv.2,光元素の粒G2
Light Particle Lv.3,光元素の粒G3
Radiant Infusion,光凛・レイディアントフォース
Blessing of Holy Sigil,光力の恩惠
Haste Sigil,光力加速
Photosynthesis I,光合成・一
Photosynthesis III,光合成・三
Photosynthesis II,光合成・二
Illuminator,光域
Obtain the Illuminator,光域を拾得
Activate the Light Domain,光域を開放する
Illuminator Carrying,光域所持
Light Barrier,光壁
Light,光属性
Light Bonus,光属性ボーナス
Light Attack,光属性攻撃
Light Resistance,光属性耐性
Light Serum Lv.1,光彩のシロップG1
Light Serum Lv.2,光彩のシロップG2
Light Serum Lv.3,光彩のシロップG3
Lingering Spring,光意未央
Light Chain,光攻撃連鎖
Radiant Shield,光明の盾
Lightforge Continuum,光明の盾［強化］
Lightforged Greatsword,光明聖剣
Halo,光暈
Photon Matrix,光核マトリックス
Energy Guard,光源援護
Radiant Heal,光癒裁断
Shield Spec,光盾型
Lightforged Barrier,光盾障壁
Ascension of the Lightforged Barrier,光盾障壁強化
Recovery Spec,光砕型
Light Dragon's Double Strike,光竜ツインストライク
Light Dragon's Breath,光竜ブレス
Light Dragon's Right Claw Strike,光竜ライトクローストライク
Light Dragon's Right Sweep,光竜ライトスラッシュ
Light Dragon's Left Claw Strike,光竜レフトクローストライク
Light Dragon's Left Sweep,光竜レフトスラッシュ
Light Crystal Shard Lv.1,光精の結晶片G1
Light Crystal Shard Lv.2,光精の結晶片G2
Light Crystal Shard Lv.3,光精の結晶片G3
Photocorrosion,光蝕
Eclipse Harmonizer,光蝕を中和する者
Lightforged Body,光身躯
Spring Radiance,光輝の望み・顔飾り
Light–Dark Entwined Entity,光闇もつれ
Light–Dark Explosion,光闇大爆発
Lesser Light–Dark Explosion,光闇小爆発
Light & Dark Lv.1,光闇知識・Ｇ1
Light & Dark Lv.2,光闇知識・Ｇ2
Light & Dark Lv.3,光闇知識・Ｇ3
Scars of Lightfall,光隕の傷跡
Light Spirit,光霊
Lightforged Drive,光駆動
Helmet=Armor=Gauntlets=Shoes,兜=鎧=腕当て=靴
Enter,入る
Key Bindings,入力
Enter 01,入力01
Enter 02,入力02
Enter 03,入力03
A Place to Live,入居開始
Finely Crafted,入念な仕上げ
How to obtain:,入手方法
Practice Makes Perfect,入門からマスターまで
Pick Up All,全て拾う
All-Class Aura,全クラスオーラ
All-Class Encyclopedia I,全クラス百科事典・一
All-Class Encyclopedia II,全クラス百科事典・二
Server Rewards,全サーバー進度
Full-field AoE,全体攻撃
Full-field AoE with a safe zone in the center,全体攻撃、ただし中央は安全地帯
All Troopers,全兵士
Dance Off,全力ダンス
Support,全力応援
Serious Throw,全力投球
All - Brief Nap,全室・うたた寝
All - Wood Slats,全室・クラシックな広間
All - Ember Cocoa,全室・ココア
All - Minimumic Beginnings,全室・シンプルな始まり
All - Elegant Square Tiles,全室・優雅な四角いレンガ
All - Monolithic Marble,全室・天然大理石
All - Cold Color,全室・寒色系
All - Mixed-Color Tile - I,全室・市松模様の床・一
All - Mixed-Color Tile - II,全室・市松模様の床・二
All - Twilight,全室・日暮れの縦横
All - Dawnlight Grain,全室・朝焼けの模様
All - Leafscape,全室・枯葉の影
All - Arboreal Chessboard,全室・森の中のチェス盤
All - Arboreal Weave,全室・止まり木の交錯
All - Time Brick,全室・歳月の記録
All - Abyssal Chessboard,全室・深海のチェス盤
All - Stone-Veined Wall - I,全室・無地の石造りの内壁・その1
All - Stone-Veined Wall - II,全室・無地の石造りの内壁・その2
All - Stone-Veined Wall - III,全室・無地の石造りの内壁・その3
All - Monochic,全室・無地テイスト
All - Natural Wood Grain,全室・無垢材の模様
All - 3D Brick Wall - I,全室・立体レンガの内壁・その1
All - 3D Brick Wall - II,全室・立体レンガの内壁・その2
All - 3D Brick Wall - III,全室・立体レンガの内壁・その3
All - Coarse Wood,全室・粗い木目の床
All - Rustic,全室・粗い灰色レンガの内壁
All - Fine Wood,全室・細かい木目の床
All - Coffee,全室・苦いコーヒー
All - Moss,全室・軒先のこけ
All - Weathered,全室・雨上がり
All - Dusk Chessboard,全室・黄昏のチェス盤
All-Element Bonus,全属性ボーナス
All Element,全属性強度
All Element Attack,全属性攻撃力
All Element Resistance,全属性耐性
Full-Screen Tremor (Rock Serpent Heroic Dungeon),全画面ショック（ロックスネークヒロイックダンジョン）
The All-Seeing Eye,全知全能の眼
Universal Damage Bonus,全能ダメージボーナス
Universal DMG Reduction,全能ダメージ軽減
Fully Armored Attack!,全身重装備で出撃！
Full Throttle,全速前進中
I Want Both,全部ほしい
Closet Overflow Error,全部着るなんて絶対無理
I Want It All,全額ほしい
Eighth Power,八乗
Octave Snowfall,八重崩雪
Octave Snowfall - Sakura Ichimonoji,八重崩雪・夜桜一文字
The Duchy's Big Shot,公国の大物
Duke,公爵
Style Enforcer,公認「服装かぶり撲滅係」
Join Forces Now!,共に戦おう
Resonant Alloy Shard,共振合金の欠片
Shared Warehouse,共有倉庫
Left Shared Warehouse,共有倉庫からの脱退
Shared Warehouse Item Return,共有倉庫のアイテム返却
Shared warehouse administrator,共有倉庫の管理者
Warehouse Voucher,共有倉庫解放券
Symbiotic Mark,共生の印
Breath of Symbiosis,共生の息吹
Symbiosis Extension,共生延長
General 1,共通1
General 2,共通2
General 3,共通3
General 4,共通4
General 5,共通5
Universal Recovery Skill,共通受身スキル
General ATK,共通攻撃
General DEF,共通防御
Cooperative Battle,共闘
Resonance,共鳴
Resonance - Swift Vortex Virtual Body,共鳴-スウィフトスワールダミー
Resonance - Roar Command,共鳴-ロアコマンド
Resonant Performer,共鳴の奏者
Max Resonance Energy,共鳴エネルギー上限
Extra Consumption Rate of Resonance Energy (in ten-thousandths),共鳴エネルギー追加消費倍率（万分率）
Resonating Boarrier King,共鳴キングボア
Engram Core,共鳴コア
Resonant lightning core,共鳴サンダーコア
Resonance Skill,共鳴スキル
Resonance Skill Summon Wolf,共鳴スキル召喚狼
Resonance Muku,共鳴ムーク
Resonance Rune Power,共鳴ルーンの力
Resonator Avatar Frame,共鳴者-アイコンフレーム
Legion Soldier,兵団兵
Corps Soldier - Blonde,兵団兵・金髪
Corps Soldier - Dark Hair with Forehead Exposed,兵団兵・額だし（ダークヘア）
Corps Soldier - Light Hair with Forehead Exposed,兵団兵・額だし（ライトヘア）
Soldier,兵士
